channel	simulated
     1	 0.00000000000000E+0000
     2	 0.00000000000000E+0000
     3	 0.00000000000000E+0000
     4	 0.00000000000000E+0000
     5	 0.00000000000000E+0000
     6	 0.00000000000000E+0000
     7	 0.00000000000000E+0000
     8	 0.00000000000000E+0000
     9	 0.00000000000000E+0000
    10	 0.00000000000000E+0000
    11	 0.00000000000000E+0000
    12	 0.00000000000000E+0000
    13	 0.00000000000000E+0000
    14	 0.00000000000000E+0000
    15	 0.00000000000000E+0000
    16	 0.00000000000000E+0000
    17	 0.00000000000000E+0000
    18	 0.00000000000000E+0000
    19	 0.00000000000000E+0000
    20	 0.00000000000000E+0000
    21	 0.00000000000000E+0000
    22	 0.00000000000000E+0000
    23	 0.00000000000000E+0000
    24	 0.00000000000000E+0000
    25	 0.00000000000000E+0000
    26	 0.00000000000000E+0000
    27	 0.00000000000000E+0000
    28	 0.00000000000000E+0000
    29	 0.00000000000000E+0000
    30	 0.00000000000000E+0000
    31	 0.00000000000000E+0000
    32	 0.00000000000000E+0000
    33	 0.00000000000000E+0000
    34	 0.00000000000000E+0000
    35	 0.00000000000000E+0000
    36	 0.00000000000000E+0000
    37	 0.00000000000000E+0000
    38	 0.00000000000000E+0000
    39	 0.00000000000000E+0000
    40	 0.00000000000000E+0000
    41	 0.00000000000000E+0000
    42	 0.00000000000000E+0000
    43	 0.00000000000000E+0000
    44	 0.00000000000000E+0000
    45	 0.00000000000000E+0000
    46	 0.00000000000000E+0000
    47	 0.00000000000000E+0000
    48	 0.00000000000000E+0000
    49	 0.00000000000000E+0000
    50	 0.00000000000000E+0000
    51	 0.00000000000000E+0000
    52	 0.00000000000000E+0000
    53	 0.00000000000000E+0000
    54	 0.00000000000000E+0000
    55	 0.00000000000000E+0000
    56	 0.00000000000000E+0000
    57	 0.00000000000000E+0000
    58	 0.00000000000000E+0000
    59	 0.00000000000000E+0000
    60	 0.00000000000000E+0000
    61	 0.00000000000000E+0000
    62	 0.00000000000000E+0000
    63	 0.00000000000000E+0000
    64	 0.00000000000000E+0000
    65	 0.00000000000000E+0000
    66	 0.00000000000000E+0000
    67	 0.00000000000000E+0000
    68	 0.00000000000000E+0000
    69	 0.00000000000000E+0000
    70	 0.00000000000000E+0000
    71	 0.00000000000000E+0000
    72	 0.00000000000000E+0000
    73	 0.00000000000000E+0000
    74	 0.00000000000000E+0000
    75	 0.00000000000000E+0000
    76	 0.00000000000000E+0000
    77	 0.00000000000000E+0000
    78	 0.00000000000000E+0000
    79	 0.00000000000000E+0000
    80	 0.00000000000000E+0000
    81	 0.00000000000000E+0000
    82	 0.00000000000000E+0000
    83	 0.00000000000000E+0000
    84	 0.00000000000000E+0000
    85	 0.00000000000000E+0000
    86	 0.00000000000000E+0000
    87	 0.00000000000000E+0000
    88	 0.00000000000000E+0000
    89	 0.00000000000000E+0000
    90	 0.00000000000000E+0000
    91	 0.00000000000000E+0000
    92	 0.00000000000000E+0000
    93	 0.00000000000000E+0000
    94	 0.00000000000000E+0000
    95	 0.00000000000000E+0000
    96	 0.00000000000000E+0000
    97	 0.00000000000000E+0000
    98	 0.00000000000000E+0000
    99	 0.00000000000000E+0000
   100	 0.00000000000000E+0000
   101	 0.00000000000000E+0000
   102	 0.00000000000000E+0000
   103	 0.00000000000000E+0000
   104	 0.00000000000000E+0000
   105	 0.00000000000000E+0000
   106	 0.00000000000000E+0000
   107	 0.00000000000000E+0000
   108	 0.00000000000000E+0000
   109	 0.00000000000000E+0000
   110	 0.00000000000000E+0000
   111	 0.00000000000000E+0000
   112	 0.00000000000000E+0000
   113	 0.00000000000000E+0000
   114	 0.00000000000000E+0000
   115	 0.00000000000000E+0000
   116	 0.00000000000000E+0000
   117	 0.00000000000000E+0000
   118	 0.00000000000000E+0000
   119	 0.00000000000000E+0000
   120	 0.00000000000000E+0000
   121	 0.00000000000000E+0000
   122	 0.00000000000000E+0000
   123	 0.00000000000000E+0000
   124	 0.00000000000000E+0000
   125	 0.00000000000000E+0000
   126	 0.00000000000000E+0000
   127	 0.00000000000000E+0000
   128	 0.00000000000000E+0000
   129	 0.00000000000000E+0000
   130	 0.00000000000000E+0000
   131	 0.00000000000000E+0000
   132	 0.00000000000000E+0000
   133	 0.00000000000000E+0000
   134	 0.00000000000000E+0000
   135	 0.00000000000000E+0000
   136	 0.00000000000000E+0000
   137	 0.00000000000000E+0000
   138	 0.00000000000000E+0000
   139	 0.00000000000000E+0000
   140	 0.00000000000000E+0000
   141	 0.00000000000000E+0000
   142	 0.00000000000000E+0000
   143	 0.00000000000000E+0000
   144	 0.00000000000000E+0000
   145	 0.00000000000000E+0000
   146	 0.00000000000000E+0000
   147	 0.00000000000000E+0000
   148	 0.00000000000000E+0000
   149	 0.00000000000000E+0000
   150	 0.00000000000000E+0000
   151	 0.00000000000000E+0000
   152	 0.00000000000000E+0000
   153	 0.00000000000000E+0000
   154	 0.00000000000000E+0000
   155	 0.00000000000000E+0000
   156	 0.00000000000000E+0000
   157	 0.00000000000000E+0000
   158	 0.00000000000000E+0000
   159	 0.00000000000000E+0000
   160	 0.00000000000000E+0000
   161	 0.00000000000000E+0000
   162	 0.00000000000000E+0000
   163	 0.00000000000000E+0000
   164	 0.00000000000000E+0000
   165	 0.00000000000000E+0000
   166	 0.00000000000000E+0000
   167	 0.00000000000000E+0000
   168	 0.00000000000000E+0000
   169	 0.00000000000000E+0000
   170	 0.00000000000000E+0000
   171	 0.00000000000000E+0000
   172	 0.00000000000000E+0000
   173	 0.00000000000000E+0000
   174	 0.00000000000000E+0000
   175	 0.00000000000000E+0000
